call_id,caller_id,caller_number,callee_id,callee_number,timestamp,duration_seconds,call_type,cell_tower_city
CDR00497,SUS0104,+91-9417001612,SUS0140,+91-9529979713,2026-07-10 20:55:15,786,Data,Ranchi
CDR00498,SUS0107,+91-9135824891,SUS0022,+91-9881913386,2026-08-17 14:41:30,840,SMS,Delhi
CDR00499,SUS0040,+91-9399147754,SUS0148,+91-9403754671,2026-02-27 20:17:00,1753,Voice,Chandigarh
CDR00500,SUS0145,+91-9408246619,SUS0109,+91-9463692735,2026-07-25 02:47:15,921,SMS,Kanpur
CDR00501,SUS0062,+91-9275842194,SUS0141,+91-9222435172,2026-05-17 16:36:15,988,SMS,Bhopal
CDR00502,SUS0085,+91-9212313264,SUS0001,+91-9826600539,2026-04-28 06:07:00,854,Voice,Surat
CDR00503,SUS0012,+91-9739830322,SUS0126,+91-9609241268,2026-06-03 02:44:15,747,Data,Ranchi
CDR00504,SUS0132,+91-9895609471,SUS0014,+91-9420452650,2026-01-06 13:31:30,915,Voice,Kanpur
CDR00505,SUS0107,+91-9135824891,SUS0030,+91-9907308348,2026-07-05 19:24:30,296,Data,Ahmedabad
CDR00506,SUS0127,+91-9729712082,SUS0150,+91-9804433388,2026-04-13 12:41:15,285,SMS,Ranchi
CDR00507,SUS0045,+91-9995205588,SUS0104,+91-9417001612,2026-07-13 16:23:15,1361,Voice,Kanpur
CDR00508,SUS0079,+91-9583724666,SUS0015,+91-9624636385,2026-03-26 14:58:00,1262,Voice,Patna
CDR00509,SUS0016,+91-9621828280,SUS0119,+91-9218032515,2026-02-22 17:16:15,880,SMS,Mumbai
CDR00510,SUS0083,+91-9748232591,SUS0123,+91-9395296179,2026-03-21 20:47:30,858,Voice,Jaipur
CDR00511,SUS0129,+91-9340781088,SUS0028,+91-9711684318,2026-07-21 22:51:15,426,Voice,Jaipur
CDR00512,SUS0111,+91-9821920438,SUS0001,+91-9826600539,2026-04-03 10:33:45,1298,SMS,Delhi
CDR00513,SUS0136,+91-9158821683,SUS0072,+91-9893070706,2026-03-12 00:42:45,1075,Data,Pune
CDR00514,SUS0095,+91-9235555899,SUS0017,+91-9751325257,2026-01-26 20:20:45,1440,Data,Surat
CDR00515,SUS0040,+91-9399147754,SUS0008,+91-9787194506,2026-03-22 07:40:00,236,Voice,Kanpur
CDR00516,SUS0142,+91-9374843786,SUS0106,+91-9874090950,2026-07-08 18:38:45,282,Data,Pune
CDR00517,SUS0127,+91-9729712082,SUS0043,+91-9175133802,2026-07-05 18:51:45,1759,Voice,Delhi
CDR00518,SUS0008,+91-9787194506,SUS0067,+91-9584044963,2026-02-17 08:35:30,709,Data,Pune
CDR00519,SUS0024,+91-9909134796,SUS0084,+91-9799552991,2026-08-27 00:41:15,825,Voice,Chandigarh
CDR00520,SUS0114,+91-9880179899,SUS0132,+91-9895609471,2026-06-12 08:46:45,193,SMS,Chandigarh
CDR00521,SUS0001,+91-9826600539,SUS0097,+91-9452794611,2026-07-02 02:57:45,519,Data,Lucknow
CDR00522,SUS0148,+91-9403754671,SUS0104,+91-9417001612,2026-02-19 02:23:00,1228,Voice,Kanpur
CDR00523,SUS0071,+91-9587205269,SUS0073,+91-9115191689,2026-01-21 11:25:30,171,Voice,Jaipur
CDR00524,SUS0132,+91-9895609471,SUS0087,+91-9301415220,2026-08-23 15:00:15,1634,Voice,Amritsar
CDR00525,SUS0149,+91-9877103091,SUS0084,+91-9799552991,2026-01-20 21:20:15,1514,SMS,Surat
CDR00526,SUS0006,+91-9208449460,SUS0031,+91-9173864104,2026-07-14 20:23:00,899,SMS,Surat
CDR00527,SUS0112,+91-9337691219,SUS0108,+91-9679184667,2026-07-23 03:26:15,670,SMS,Pune
CDR00528,SUS0114,+91-9880179899,SUS0046,+91-9952266893,2026-08-18 09:24:45,1018,Voice,Ranchi
CDR00529,SUS0122,+91-9531233244,SUS0055,+91-9922050912,2026-05-24 12:37:00,1230,Voice,Kanpur
CDR00530,SUS0011,+91-9197613238,SUS0008,+91-9787194506,2026-03-11 11:11:30,1635,SMS,Kanpur
CDR00531,SUS0125,+91-9586940738,SUS0122,+91-9531233244,2026-06-09 06:30:15,1729,Voice,Nagpur
CDR00532,SUS0083,+91-9748232591,SUS0060,+91-9475767056,2026-07-22 07:36:30,394,Voice,Bhopal
CDR00533,SUS0127,+91-9729712082,SUS0090,+91-9618079974,2026-07-17 21:37:30,1241,Data,Chandigarh
CDR00534,SUS0084,+91-9799552991,SUS0147,+91-9190547712,2026-06-17 15:13:00,783,Voice,Amritsar
CDR00535,SUS0033,+91-9749431082,SUS0002,+91-9868820204,2026-06-27 12:48:30,1278,Voice,Patna
CDR00536,SUS0048,+91-9925159146,SUS0092,+91-9722687986,2026-07-25 01:25:30,1038,Voice,Jaipur
CDR00537,SUS0098,+91-9138546365,SUS0026,+91-9418587604,2026-02-04 16:56:15,1495,SMS,Nagpur
CDR00538,SUS0102,+91-9599561877,SUS0097,+91-9452794611,2026-07-11 14:43:30,1370,Voice,Pune
CDR00539,SUS0059,+91-9450948014,SUS0147,+91-9190547712,2026-08-12 07:23:00,390,Voice,Nagpur
CDR00540,SUS0063,+91-9841541582,SUS0113,+91-9426808977,2026-04-13 05:57:45,407,SMS,Chandigarh
CDR00541,SUS0117,+91-9458102728,SUS0052,+91-9659741412,2026-08-28 15:03:00,867,SMS,Ranchi
CDR00542,SUS0003,+91-9271432881,SUS0136,+91-9158821683,2026-08-15 10:30:00,1520,SMS,Mumbai
CDR00543,SUS0108,+91-9679184667,SUS0115,+91-9497853519,2026-07-10 15:34:15,1491,Data,Mumbai
CDR00544,SUS0044,+91-9848621833,SUS0136,+91-9158821683,2026-04-02 10:44:30,462,Data,Surat
CDR00545,SUS0108,+91-9679184667,SUS0004,+91-9469319644,2026-05-23 05:31:15,1179,Voice,Bhopal
CDR00546,SUS0046,+91-9952266893,SUS0144,+91-9955052486,2026-08-27 02:41:30,820,Voice,Jaipur
CDR00547,SUS0072,+91-9893070706,SUS0036,+91-9144913399,2026-05-22 23:05:30,1567,Voice,Jaipur
CDR00548,SUS0014,+91-9420452650,SUS0132,+91-9895609471,2026-03-10 02:08:45,85,Data,Delhi
CDR00549,SUS0127,+91-9729712082,SUS0119,+91-9218032515,2026-07-10 18:46:00,1080,SMS,Nagpur
CDR00550,SUS0047,+91-9906528433,SUS0131,+91-9393421844,2026-08-16 14:24:15,727,Voice,Bhopal
CDR00551,SUS0083,+91-9748232591,SUS0123,+91-9395296179,2026-01-25 13:34:45,57,Voice,Lucknow
CDR00552,SUS0074,+91-9908304440,SUS0032,+91-9695499669,2026-06-13 06:54:00,1481,Data,Mumbai
CDR00553,SUS0042,+91-9649136331,SUS0054,+91-9600282414,2026-03-11 15:48:30,1563,Voice,Ahmedabad
CDR00554,SUS0144,+91-9955052486,SUS0006,+91-9208449460,2026-01-12 10:46:30,313,Voice,Patna
CDR00555,SUS0099,+91-9855797020,SUS0060,+91-9475767056,2026-02-26 14:07:30,712,Data,Chandigarh
CDR00556,SUS0087,+91-9301415220,SUS0147,+91-9190547712,2026-03-17 16:55:45,990,SMS,Lucknow
CDR00557,SUS0023,+91-9596743109,SUS0089,+91-9221827951,2026-07-12 04:29:30,409,Data,Lucknow
CDR00558,SUS0028,+91-9711684318,SUS0129,+91-9340781088,2026-05-03 14:35:30,1469,Voice,Ranchi
CDR00559,SUS0068,+91-9480990401,SUS0145,+91-9408246619,2026-07-20 19:24:15,840,SMS,Mumbai
CDR00560,SUS0005,+91-9764130526,SUS0077,+91-9508427798,2026-06-04 12:18:30,43,SMS,Kanpur
CDR00561,SUS0006,+91-9208449460,SUS0011,+91-9197613238,2026-04-20 14:35:00,1776,Voice,Pune
CDR00562,SUS0121,+91-9337887233,SUS0109,+91-9463692735,2026-01-20 08:31:45,1083,Voice,Ahmedabad
CDR00563,SUS0123,+91-9395296179,SUS0033,+91-9749431082,2026-06-26 03:28:45,598,Voice,Bhopal
CDR00564,SUS0077,+91-9508427798,SUS0139,+91-9534900128,2026-02-03 20:30:30,1640,SMS,Mumbai
CDR00565,SUS0070,+91-9361246928,SUS0084,+91-9799552991,2026-04-24 16:31:45,25,Data,Nagpur
CDR00566,SUS0107,+91-9135824891,SUS0088,+91-9570423569,2026-01-11 22:20:45,1360,Voice,Chandigarh
CDR00567,SUS0095,+91-9235555899,SUS0092,+91-9722687986,2026-08-01 14:27:00,627,Voice,Lucknow
CDR00568,SUS0108,+91-9679184667,SUS0019,+91-9860038427,2026-02-11 07:49:30,1364,SMS,Pune
CDR00569,SUS0102,+91-9599561877,SUS0001,+91-9826600539,2026-06-02 16:15:15,1349,Data,Amritsar
CDR00570,SUS0089,+91-9221827951,SUS0023,+91-9596743109,2026-05-10 09:39:00,854,Voice,Surat
CDR00571,SUS0040,+91-9399147754,SUS0008,+91-9787194506,2026-05-22 19:49:30,1316,Voice,Mumbai
CDR00572,SUS0148,+91-9403754671,SUS0041,+91-9223847257,2026-08-09 11:25:00,531,Voice,Mumbai
CDR00573,SUS0039,+91-9141580226,SUS0060,+91-9475767056,2026-02-01 18:59:45,1441,Data,Kanpur
CDR00574,SUS0055,+91-9922050912,SUS0029,+91-9319321646,2026-05-15 11:36:45,1373,SMS,Nagpur
CDR00575,SUS0133,+91-9874807770,SUS0056,+91-9888807316,2026-05-18 23:13:15,1161,Voice,Patna
CDR00576,SUS0138,+91-9896760809,SUS0064,+91-9810303128,2026-04-22 13:15:00,1389,Voice,Delhi
CDR00577,SUS0148,+91-9403754671,SUS0018,+91-9584779555,2026-06-03 22:31:00,132,Voice,Ahmedabad
CDR00578,SUS0045,+91-9995205588,SUS0090,+91-9618079974,2026-07-14 05:11:45,1370,SMS,Nagpur
CDR00579,SUS0081,+91-9987588450,SUS0111,+91-9821920438,2026-07-12 16:40:15,504,SMS,Mumbai
CDR00580,SUS0070,+91-9361246928,SUS0092,+91-9722687986,2026-08-27 13:14:30,874,SMS,Chandigarh
CDR00581,SUS0095,+91-9235555899,SUS0126,+91-9609241268,2026-06-23 07:12:30,1757,Voice,Ahmedabad
CDR00582,SUS0086,+91-9437710224,SUS0049,+91-9926830795,2026-07-22 01:44:00,517,Voice,Bhopal
CDR00583,SUS0065,+91-9488896443,SUS0104,+91-9417001612,2026-07-11 06:46:15,1377,Voice,Ranchi
CDR00584,SUS0115,+91-9497853519,SUS0113,+91-9426808977,2026-06-03 00:57:00,1144,Voice,Delhi
CDR00585,SUS0132,+91-9895609471,SUS0079,+91-9583724666,2026-05-16 18:32:30,197,Voice,Ahmedabad
CDR00586,SUS0135,+91-9219066986,SUS0080,+91-9350636897,2026-04-09 06:03:30,1135,Voice,Ranchi
CDR00587,SUS0141,+91-9222435172,SUS0086,+91-9437710224,2026-04-20 14:52:00,1076,Voice,Indore
CDR00588,SUS0087,+91-9301415220,SUS0009,+91-9326541099,2026-03-26 22:42:00,933,Voice,Jaipur
CDR00589,SUS0024,+91-9909134796,SUS0092,+91-9722687986,2026-04-15 22:13:30,675,Voice,Kanpur
CDR00590,SUS0098,+91-9138546365,SUS0019,+91-9860038427,2026-08-06 13:51:15,1402,Voice,Patna
CDR00591,SUS0072,+91-9893070706,SUS0052,+91-9659741412,2026-06-15 23:06:30,368,SMS,Jaipur
CDR00592,SUS0139,+91-9534900128,SUS0042,+91-9649136331,2026-04-11 18:52:00,55,SMS,Indore
CDR00593,SUS0013,+91-9566825638,SUS0089,+91-9221827951,2026-05-22 21:56:45,1663,SMS,Kanpur
CDR00594,SUS0007,+91-9833953718,SUS0110,+91-9963919401,2026-02-11 21:40:30,438,Voice,Patna
CDR00595,SUS0052,+91-9659741412,SUS0054,+91-9600282414,2026-06-19 00:35:15,343,Voice,Amritsar
CDR00596,SUS0042,+91-9649136331,SUS0054,+91-9600282414,2026-06-20 12:14:15,1250,Voice,Surat
CDR00597,SUS0124,+91-9853529912,SUS0089,+91-9221827951,2026-06-20 05:22:00,1523,Data,Delhi
CDR00598,SUS0074,+91-9908304440,SUS0138,+91-9896760809,2026-01-07 15:49:15,829,Voice,Delhi
CDR00599,SUS0031,+91-9173864104,SUS0094,+91-9899621068,2026-01-04 10:53:15,1293,Voice,Nagpur
CDR00600,SUS0007,+91-9833953718,SUS0062,+91-9275842194,2026-08-24 18:35:15,765,Voice,Kanpur
CDR00601,SUS0013,+91-9566825638,SUS0118,+91-9350180427,2026-04-28 15:34:30,1796,Voice,Chandigarh
CDR00602,SUS0072,+91-9893070706,SUS0033,+91-9749431082,2026-06-26 15:38:00,1677,Data,Amritsar
CDR00603,SUS0101,+91-9358589021,SUS0083,+91-9748232591,2026-06-04 17:25:00,264,SMS,Delhi
CDR00604,SUS0110,+91-9963919401,SUS0030,+91-9907308348,2026-05-06 05:43:45,1697,Data,Pune
CDR00605,SUS0145,+91-9408246619,SUS0075,+91-9612957813,2026-06-25 09:32:15,1262,SMS,Surat
CDR00606,SUS0142,+91-9374843786,SUS0090,+91-9618079974,2026-05-12 22:28:00,756,Data,Ahmedabad
CDR00607,SUS0028,+91-9711684318,SUS0129,+91-9340781088,2026-04-22 17:02:30,1716,Voice,Patna
CDR00608,SUS0108,+91-9679184667,SUS0095,+91-9235555899,2026-02-11 03:58:15,1229,Voice,Mumbai
CDR00609,SUS0022,+91-9881913386,SUS0127,+91-9729712082,2026-06-10 22:56:00,1600,Voice,Chandigarh
CDR00610,SUS0047,+91-9906528433,SUS0131,+91-9393421844,2026-03-23 16:08:15,438,Data,Ahmedabad
CDR00611,SUS0058,+91-9811890569,SUS0111,+91-9821920438,2026-03-10 06:57:30,934,Voice,Chandigarh
CDR00612,SUS0056,+91-9888807316,SUS0063,+91-9841541582,2026-07-03 05:11:30,1327,SMS,Ranchi
CDR00613,SUS0020,+91-9242068763,SUS0109,+91-9463692735,2026-02-20 14:03:30,606,Voice,Ranchi
CDR00614,SUS0115,+91-9497853519,SUS0113,+91-9426808977,2026-08-09 13:12:00,1026,Data,Mumbai
CDR00615,SUS0061,+91-9608482316,SUS0011,+91-9197613238,2026-04-01 09:42:45,1655,Voice,Bhopal
CDR00616,SUS0089,+91-9221827951,SUS0112,+91-9337691219,2026-06-09 03:56:30,180,Data,Chandigarh
CDR00617,SUS0025,+91-9519212169,SUS0018,+91-9584779555,2026-06-13 10:13:45,667,Voice,Patna
CDR00618,SUS0094,+91-9899621068,SUS0054,+91-9600282414,2026-03-15 08:39:45,477,SMS,Delhi
CDR00619,SUS0013,+91-9566825638,SUS0068,+91-9480990401,2026-03-26 07:05:45,1465,Data,Ranchi
CDR00620,SUS0087,+91-9301415220,SUS0088,+91-9570423569,2026-02-15 17:01:15,822,Voice,Chandigarh
CDR00621,SUS0114,+91-9880179899,SUS0111,+91-9821920438,2026-01-23 10:18:30,1008,SMS,Lucknow
CDR00622,SUS0118,+91-9350180427,SUS0045,+91-9995205588,2026-04-24 08:00:30,948,Data,Nagpur
CDR00623,SUS0110,+91-9963919401,SUS0126,+91-9609241268,2026-07-28 00:18:45,900,SMS,Ranchi
CDR00624,SUS0146,+91-9969533218,SUS0046,+91-9952266893,2026-02-03 07:15:15,1671,SMS,Surat
CDR00625,SUS0127,+91-9729712082,SUS0043,+91-9175133802,2026-04-13 13:07:45,1472,Data,Ahmedabad
CDR00626,SUS0150,+91-9804433388,SUS0029,+91-9319321646,2026-01-06 22:50:45,1376,Voice,Kanpur
CDR00627,SUS0058,+91-9811890569,SUS0013,+91-9566825638,2026-02-23 14:32:00,322,Voice,Ranchi
CDR00628,SUS0140,+91-9529979713,SUS0057,+91-9829223044,2026-08-19 09:06:15,1465,SMS,Kanpur
CDR00629,SUS0135,+91-9219066986,SUS0112,+91-9337691219,2026-01-21 07:47:00,1622,Voice,Nagpur
CDR00630,SUS0026,+91-9418587604,SUS0090,+91-9618079974,2026-01-28 08:01:00,67,Voice,Bhopal
CDR00631,SUS0013,+91-9566825638,SUS0068,+91-9480990401,2026-06-13 10:13:15,1201,Voice,Nagpur
CDR00632,SUS0119,+91-9218032515,SUS0132,+91-9895609471,2026-02-17 19:23:00,1068,Data,Delhi
CDR00633,SUS0045,+91-9995205588,SUS0099,+91-9855797020,2026-06-11 01:24:45,1771,SMS,Pune
CDR00634,SUS0025,+91-9519212169,SUS0016,+91-9621828280,2026-06-19 08:00:15,490,Voice,Patna
CDR00635,SUS0146,+91-9969533218,SUS0034,+91-9554811020,2026-01-13 05:20:15,1103,Voice,Kanpur
CDR00636,SUS0102,+91-9599561877,SUS0001,+91-9826600539,2026-01-20 17:59:45,1789,SMS,Bhopal
CDR00637,SUS0083,+91-9748232591,SUS0002,+91-9868820204,2026-01-13 08:25:45,1242,Voice,Bhopal
CDR00638,SUS0005,+91-9764130526,SUS0020,+91-9242068763,2026-07-18 14:01:00,534,SMS,Lucknow
CDR00639,SUS0095,+91-9235555899,SUS0105,+91-9900122509,2026-08-03 15:45:45,530,Data,Ahmedabad
CDR00640,SUS0114,+91-9880179899,SUS0146,+91-9969533218,2026-05-04 23:12:45,558,Voice,Patna
CDR00641,SUS0052,+91-9659741412,SUS0130,+91-9924024405,2026-06-24 22:38:45,1520,SMS,Nagpur
CDR00642,SUS0095,+91-9235555899,SUS0030,+91-9907308348,2026-07-25 17:19:45,1216,Voice,Ranchi
CDR00643,SUS0073,+91-9115191689,SUS0120,+91-9156263020,2026-04-10 22:05:30,707,Voice,Mumbai
CDR00644,SUS0132,+91-9895609471,SUS0079,+91-9583724666,2026-03-22 18:46:15,153,Voice,Jaipur
CDR00645,SUS0035,+91-9559225330,SUS0014,+91-9420452650,2026-01-19 05:35:30,1575,Voice,Delhi
CDR00646,SUS0091,+91-9396618390,SUS0150,+91-9804433388,2026-03-08 17:27:45,1533,Voice,Lucknow
CDR00647,SUS0096,+91-9540211187,SUS0020,+91-9242068763,2026-03-10 01:35:00,527,Voice,Nagpur
CDR00648,SUS0126,+91-9609241268,SUS0081,+91-9987588450,2026-06-24 10:25:30,1148,Data,Mumbai
CDR00649,SUS0030,+91-9907308348,SUS0012,+91-9739830322,2026-06-19 15:20:15,1217,Data,Kanpur
CDR00650,SUS0020,+91-9242068763,SUS0112,+91-9337691219,2026-08-22 06:08:00,678,Data,Jaipur
CDR00651,SUS0073,+91-9115191689,SUS0112,+91-9337691219,2026-08-07 00:26:45,1263,SMS,Nagpur
CDR00652,SUS0149,+91-9877103091,SUS0036,+91-9144913399,2026-01-18 03:36:00,1732,Voice,Pune
CDR00653,SUS0048,+91-9925159146,SUS0003,+91-9271432881,2026-04-15 02:51:15,456,SMS,Ranchi
CDR00654,SUS0054,+91-9600282414,SUS0141,+91-9222435172,2026-04-23 17:49:15,727,Voice,Chandigarh
CDR00655,SUS0084,+91-9799552991,SUS0059,+91-9450948014,2026-04-23 07:14:30,711,SMS,Bhopal
CDR00656,SUS0049,+91-9926830795,SUS0136,+91-9158821683,2026-08-20 16:12:00,555,Data,Chandigarh
CDR00657,SUS0094,+91-9899621068,SUS0120,+91-9156263020,2026-02-22 06:28:30,1737,SMS,Bhopal
CDR00658,SUS0020,+91-9242068763,SUS0109,+91-9463692735,2026-02-17 04:13:00,1601,Data,Ranchi
CDR00659,SUS0054,+91-9600282414,SUS0022,+91-9881913386,2026-03-05 15:49:15,1161,Voice,Kanpur
CDR00660,SUS0044,+91-9848621833,SUS0082,+91-9851333320,2026-04-21 06:33:15,1423,Voice,Nagpur
CDR00661,SUS0069,+91-9536398872,SUS0148,+91-9403754671,2026-08-16 18:40:00,1521,Voice,Ahmedabad
CDR00662,SUS0066,+91-9677858758,SUS0009,+91-9326541099,2026-03-04 21:21:15,683,SMS,Surat
CDR00663,SUS0097,+91-9452794611,SUS0018,+91-9584779555,2026-07-01 00:00:45,1165,SMS,Ranchi
CDR00664,SUS0137,+91-9288650860,SUS0062,+91-9275842194,2026-01-28 09:40:30,237,SMS,Surat
CDR00665,SUS0024,+91-9909134796,SUS0085,+91-9212313264,2026-02-24 23:48:00,1473,Voice,Surat
CDR00666,SUS0129,+91-9340781088,SUS0103,+91-9590523712,2026-05-10 16:14:15,928,Data,Pune
CDR00667,SUS0034,+91-9554811020,SUS0130,+91-9924024405,2026-03-07 23:17:15,1329,Data,Surat
CDR00668,SUS0068,+91-9480990401,SUS0049,+91-9926830795,2026-04-18 10:28:00,483,Data,Bhopal
CDR00669,SUS0049,+91-9926830795,SUS0005,+91-9764130526,2026-08-19 05:19:45,1444,Data,Indore
CDR00670,SUS0010,+91-9899925830,SUS0017,+91-9751325257,2026-08-15 06:18:15,1730,SMS,Pune
CDR00671,SUS0096,+91-9540211187,SUS0081,+91-9987588450,2026-04-19 08:41:15,1576,Data,Mumbai
CDR00672,SUS0054,+91-9600282414,SUS0141,+91-9222435172,2026-07-25 14:45:45,1311,Voice,Indore
CDR00673,SUS0029,+91-9319321646,SUS0055,+91-9922050912,2026-03-18 00:51:00,1510,Data,Ahmedabad
CDR00674,SUS0109,+91-9463692735,SUS0113,+91-9426808977,2026-05-16 11:58:00,1087,Voice,Patna
CDR00675,SUS0074,+91-9908304440,SUS0017,+91-9751325257,2026-01-27 22:06:45,702,SMS,Chandigarh
CDR00676,SUS0078,+91-9323110563,SUS0016,+91-9621828280,2026-07-19 01:09:15,134,Voice,Ahmedabad
CDR00677,SUS0150,+91-9804433388,SUS0032,+91-9695499669,2026-01-20 00:53:30,510,Voice,Surat
CDR00678,SUS0134,+91-9392168202,SUS0045,+91-9995205588,2026-01-23 22:25:00,400,SMS,Kanpur
CDR00679,SUS0032,+91-9695499669,SUS0014,+91-9420452650,2026-07-27 04:01:30,1642,Data,Nagpur
CDR00680,SUS0019,+91-9860038427,SUS0096,+91-9540211187,2026-07-03 22:28:15,1642,Voice,Bhopal
CDR00681,SUS0003,+91-9271432881,SUS0058,+91-9811890569,2026-08-18 10:06:00,1034,SMS,Amritsar
CDR00682,SUS0026,+91-9418587604,SUS0108,+91-9679184667,2026-07-26 01:29:45,926,Data,Patna
CDR00683,SUS0073,+91-9115191689,SUS0054,+91-9600282414,2026-07-10 18:11:45,729,Voice,Chandigarh
CDR00684,SUS0028,+91-9711684318,SUS0064,+91-9810303128,2026-06-27 17:57:15,648,SMS,Mumbai
CDR00685,SUS0015,+91-9624636385,SUS0089,+91-9221827951,2026-07-28 21:25:00,724,Voice,Bhopal
CDR00686,SUS0053,+91-9679984033,SUS0082,+91-9851333320,2026-01-13 23:39:15,1153,Voice,Delhi
CDR00687,SUS0052,+91-9659741412,SUS0054,+91-9600282414,2026-01-28 23:08:45,1370,Voice,Ahmedabad
CDR00688,SUS0083,+91-9748232591,SUS0123,+91-9395296179,2026-03-21 20:17:30,934,Voice,Ranchi
CDR00689,SUS0042,+91-9649136331,SUS0101,+91-9358589021,2026-05-18 16:08:15,1466,SMS,Chandigarh
CDR00690,SUS0109,+91-9463692735,SUS0003,+91-9271432881,2026-07-11 11:08:00,1112,Voice,Chandigarh
CDR00691,SUS0132,+91-9895609471,SUS0014,+91-9420452650,2026-04-26 13:27:00,347,SMS,Pune
CDR00692,SUS0087,+91-9301415220,SUS0009,+91-9326541099,2026-04-01 11:48:45,840,Voice,Kanpur
CDR00693,SUS0099,+91-9855797020,SUS0052,+91-9659741412,2026-04-21 21:06:15,311,SMS,Indore
CDR00694,SUS0062,+91-9275842194,SUS0129,+91-9340781088,2026-01-25 09:53:45,153,Voice,Indore
CDR00695,SUS0092,+91-9722687986,SUS0134,+91-9392168202,2026-08-20 15:06:00,1367,Voice,Lucknow
CDR00696,SUS0081,+91-9987588450,SUS0111,+91-9821920438,2026-01-13 19:02:45,77,SMS,Lucknow
CDR00697,SUS0142,+91-9374843786,SUS0108,+91-9679184667,2026-06-17 11:25:45,790,Data,Indore
CDR00698,SUS0049,+91-9926830795,SUS0104,+91-9417001612,2026-04-16 03:39:15,755,Voice,Nagpur
CDR00699,SUS0111,+91-9821920438,SUS0150,+91-9804433388,2026-08-28 01:19:45,1732,Data,Pune
CDR00700,SUS0053,+91-9679984033,SUS0035,+91-9559225330,2026-04-14 15:18:15,1589,SMS,Amritsar
CDR00701,SUS0021,+91-9807577342,SUS0146,+91-9969533218,2026-02-12 19:58:15,1767,SMS,Pune
CDR00702,SUS0065,+91-9488896443,SUS0063,+91-9841541582,2026-06-20 20:42:00,825,Voice,Ahmedabad
CDR00703,SUS0146,+91-9969533218,SUS0021,+91-9807577342,2026-05-23 20:36:00,1304,Voice,Ranchi
CDR00704,SUS0042,+91-9649136331,SUS0139,+91-9534900128,2026-05-25 10:37:45,1651,SMS,Pune
CDR00705,SUS0103,+91-9590523712,SUS0055,+91-9922050912,2026-06-12 22:45:15,1202,Voice,Lucknow
CDR00706,SUS0042,+91-9649136331,SUS0054,+91-9600282414,2026-03-01 11:38:45,947,SMS,Mumbai
CDR00707,SUS0098,+91-9138546365,SUS0066,+91-9677858758,2026-02-05 18:01:45,1114,Voice,Mumbai
CDR00708,SUS0121,+91-9337887233,SUS0114,+91-9880179899,2026-07-25 11:08:15,529,Voice,Kanpur
CDR00709,SUS0072,+91-9893070706,SUS0123,+91-9395296179,2026-04-16 07:35:00,883,SMS,Ranchi
CDR00710,SUS0148,+91-9403754671,SUS0069,+91-9536398872,2026-06-21 11:49:15,688,SMS,Indore
CDR00711,SUS0112,+91-9337691219,SUS0120,+91-9156263020,2026-06-06 21:43:15,565,Voice,Nagpur
CDR00712,SUS0088,+91-9570423569,SUS0082,+91-9851333320,2026-02-06 23:50:15,1153,SMS,Indore
CDR00713,SUS0029,+91-9319321646,SUS0055,+91-9922050912,2026-08-01 17:55:45,834,SMS,Patna
CDR00714,SUS0070,+91-9361246928,SUS0092,+91-9722687986,2026-01-20 09:31:15,34,Voice,Nagpur
CDR00715,SUS0028,+91-9711684318,SUS0129,+91-9340781088,2026-07-07 07:32:00,267,Voice,Chandigarh
CDR00716,SUS0069,+91-9536398872,SUS0023,+91-9596743109,2026-03-18 21:17:15,1799,SMS,Amritsar
CDR00717,SUS0056,+91-9888807316,SUS0133,+91-9874807770,2026-01-11 01:57:15,1197,Voice,Chandigarh
CDR00718,SUS0041,+91-9223847257,SUS0148,+91-9403754671,2026-03-18 04:29:30,963,Voice,Surat
CDR00719,SUS0054,+91-9600282414,SUS0016,+91-9621828280,2026-05-25 07:17:00,121,SMS,Lucknow
CDR00720,SUS0073,+91-9115191689,SUS0120,+91-9156263020,2026-03-26 07:58:15,1283,SMS,Mumbai
CDR00721,SUS0091,+91-9396618390,SUS0078,+91-9323110563,2026-05-22 11:01:30,1006,Voice,Lucknow
CDR00722,SUS0113,+91-9426808977,SUS0115,+91-9497853519,2026-06-28 08:31:30,1006,SMS,Ahmedabad
CDR00723,SUS0150,+91-9804433388,SUS0149,+91-9877103091,2026-05-14 17:14:15,769,SMS,Pune
CDR00724,SUS0024,+91-9909134796,SUS0092,+91-9722687986,2026-06-01 03:10:45,35,SMS,Ahmedabad
CDR00725,SUS0085,+91-9212313264,SUS0123,+91-9395296179,2026-08-04 07:15:30,830,Voice,Bhopal
CDR00726,SUS0147,+91-9190547712,SUS0084,+91-9799552991,2026-08-01 08:11:00,959,SMS,Surat
CDR00727,SUS0033,+91-9749431082,SUS0083,+91-9748232591,2026-06-02 12:38:15,1398,Voice,Amritsar
CDR00728,SUS0113,+91-9426808977,SUS0140,+91-9529979713,2026-01-07 23:40:45,1134,Voice,Lucknow
CDR00729,SUS0122,+91-9531233244,SUS0022,+91-9881913386,2026-05-19 21:50:15,1429,Data,Jaipur
CDR00730,SUS0080,+91-9350636897,SUS0036,+91-9144913399,2026-01-23 11:33:45,110,Voice,Bhopal
CDR00731,SUS0146,+91-9969533218,SUS0063,+91-9841541582,2026-01-23 01:40:15,781,SMS,Bhopal
CDR00732,SUS0069,+91-9536398872,SUS0020,+91-9242068763,2026-02-16 11:51:00,875,Voice,Delhi
