suspect_id,name,age,gender,city,gang_affiliation,role_in_network,primary_crime_type,risk_level,phone_number,prior_cases_count,degree,weighted_degree,clustering_coeff,betweenness,eigenvector_centrality,community_id,call_count,total_sent_inr,total_received_inr,flagged_txn_count,fir_count,suspicious_post_count
SUS0123,Vivek Shah,23,M,Amritsar,GANG02,Recruiter,Extortion,Low,+91-9395296179,4,7,35,0.6666666666666666,0.0035050760643276033,0.015961684927390373,7,30,1816392.1199999999,800064.01,4.0,3.0,4.0
SUS0124,Gaurav Reddy,43,M,Surat,GANG09,Recruiter,Kidnapping,Low,+91-9853529912,0,8,31,0.32142857142857145,0.009476719401849304,0.04812538642894147,8,26,3516033.69,1040995.75,6.0,5.0,3.0
SUS0125,Priya Iyer,32,M,Bhopal,GANG08,Unknown,Kidnapping,Medium,+91-9586940738,3,5,21,0.7,0.0020297276760893644,0.04209481021295025,3,24,569859.48,801239.57,1.0,1.0,1.0
SUS0126,Vikram Reddy,46,F,Kanpur,GANG11,Courier,Extortion,High,+91-9609241268,0,9,36,0.1111111111111111,0.02504021154945049,0.022929414981284542,9,30,1316437.84,2397492.05,3.0,8.0,1.0
SUS0127,Suresh Yadav,46,M,Mumbai,GANG12,Associate,Extortion,Medium,+91-9729712082,4,8,37,0.39285714285714285,0.02121032069041155,0.029171557904123336,10,27,2265229.41,3767757.39,6.0,3.0,2.0
SUS0128,Neha Singh,45,M,Kanpur,GANG11,Unknown,Kidnapping,High,+91-9874233009,0,3,10,0.0,0.005187017322272739,0.011540637097657,9,30,639656.86,421306.52999999997,3.0,5.0,3.0
SUS0129,Yash Malik,41,F,Mumbai,GANG10,Associate,Extortion,High,+91-9340781088,6,7,27,0.5238095238095238,0.007662559159995308,0.05673035377997651,0,18,2705585.47,1983737.2,9.0,7.0,1.0
SUS0130,Divya Iyer,42,M,Mumbai,GANG05,Associate,Kidnapping,High,+91-9924024405,6,3,10,0.3333333333333333,0.00045387838109357104,0.04332208530236733,1,14,2317064.5100000002,2352132.1799999997,4.0,2.0,1.0
SUS0131,Neha Iyer,20,M,Surat,GANG11,Informant,Arms Smuggling,Low,+91-9393421844,5,5,20,0.6,0.002277379372967608,0.0211416420392258,9,22,362584.8,2562987.81,2.0,2.0,3.0
SUS0132,Karan Nair,19,M,Pune,GANG03,Associate,Kidnapping,Low,+91-9895609471,5,7,34,0.47619047619047616,0.020793068040310687,0.015218484479547257,2,22,1443543.31,1814203.4700000002,5.0,3.0,3.0
SUS0133,Suresh Das,32,M,Bhopal,GANG07,Enforcer,Extortion,Medium,+91-9874807770,2,8,29,0.2857142857142857,0.039342117908517285,0.06506187806870653,11,27,1887866.23,1284922.31,4.0,5.0,3.0
SUS0134,Rakesh Yadav,22,M,Pune,GANG03,Informant,Drug Trafficking,High,+91-9392168202,3,3,17,0.6666666666666666,2.1114864864864866e-05,0.0044773246295018035,2,24,10177.28,2107077.46,0.0,5.0,2.0
SUS0135,Vivek Shah,45,M,Lucknow,GANG04,Informant,Cyber Fraud,Medium,+91-9219066986,2,5,21,0.3,0.01115965330293365,0.08339101593464816,5,33,1609540.21,301483.08,4.0,1.0,1.0
SUS0136,Rakesh Khan,52,M,Nagpur,GANG05,Kingpin,Kidnapping,Critical,+91-9158821683,0,9,30,0.3055555555555556,0.021249985527400594,0.10570115974058018,1,35,1851159.56,2021908.76,6.0,2.0,2.0
SUS0137,Arjun Kumar,35,M,Lucknow,GANG06,Financier,Organized Robbery,High,+91-9288650860,1,8,36,0.6785714285714286,0.0030421982663981955,0.140422221743833,6,31,480838.38,1795873.02,5.0,5.0,4.0
SUS0138,Anjali Chauhan,51,M,Ahmedabad,GANG11,Informant,Cyber Fraud,Medium,+91-9896760809,0,7,27,0.09523809523809523,0.035104705504258774,0.025399708519221124,9,23,2896322.28,2520594.7600000002,6.0,2.0,3.0
SUS0139,Ajay Yadav,39,M,Surat,GANG07,Associate,Kidnapping,Low,+91-9534900128,0,9,45,0.2777777777777778,0.017996880116444316,0.06755607781105465,11,26,1631804.92,988660.86,6.0,6.0,4.0
SUS0140,Sanjay Shah,42,F,Mumbai,GANG07,Informant,Human Trafficking,Medium,+91-9529979713,4,4,16,0.16666666666666666,0.0037131233074133895,0.029376218804924994,11,18,237009.4,1276813.72,3.0,2.0,2.0
SUS0141,Divya Malik,40,M,Jaipur,GANG06,Informant,Cyber Fraud,Medium,+91-9222435172,4,4,19,0.3333333333333333,0.010216104615718981,0.10294640776227773,6,18,1169387.97,1656158.39,4.0,4.0,1.0
SUS0142,Kavita Nair,41,M,Patna,GANG11,Informant,Human Trafficking,Low,+91-9374843786,1,5,19,0.1,0.015195365726256073,0.01567686072580084,9,29,762262.3300000001,881025.82,3.0,5.0,2.0
SUS0143,Rohan Yadav,30,M,Ranchi,GANG11,Enforcer,Organized Robbery,High,+91-9706118438,5,3,13,0.3333333333333333,0.0009865207966473788,0.010415277501756415,9,20,1559033.98,1162240.42,3.0,5.0,1.0
SUS0144,Yash Reddy,39,M,Pune,GANG08,Financier,Organized Robbery,Medium,+91-9955052486,2,5,28,0.1,0.028421633999630058,0.03587856265193015,3,29,3838686.84,1426378.16,6.0,7.0,2.0
SUS0145,Nitin Das,23,M,Lucknow,GANG08,Enforcer,Drug Trafficking,Medium,+91-9408246619,0,8,37,0.42857142857142855,0.009168545529690672,0.05751864775736745,3,24,1571353.6600000001,2142756.04,3.0,4.0,3.0
SUS0146,Divya Yadav,51,M,Bhopal,GANG08,Associate,Drug Trafficking,Medium,+91-9969533218,4,7,26,0.23809523809523808,0.02742594073476427,0.043769086142080894,3,23,2235060.57,2732844.5300000003,6.0,3.0,6.0
SUS0147,Karan Khan,51,M,Pune,GANG01,Enforcer,Money Laundering,Critical,+91-9190547712,4,9,43,0.4444444444444444,0.019753086130712038,0.05717982243795885,4,36,4120244.69,1668343.73,9.0,3.0,3.0
SUS0148,Rahul Chauhan,47,M,Indore,GANG09,Associate,Extortion,Medium,+91-9403754671,3,7,31,0.2857142857142857,0.013421334548533887,0.047591187582275686,8,31,1071943.77,2903650.74,3.0,4.0,3.0
SUS0149,Karan Verma,40,M,Mumbai,GANG06,Financier,Kidnapping,Low,+91-9877103091,6,7,25,0.23809523809523808,0.044948412379810926,0.10526523953769706,6,27,822730.88,1390414.1099999999,2.0,6.0,4.0
SUS0150,Yash Kumar,40,M,Mumbai,GANG10,Associate,Money Laundering,Medium,+91-9804433388,5,9,41,0.4722222222222222,0.04655150835439376,0.08805466695047391,0,28,1092453.34,3544846.59,4.0,5.0,3.0
